Time
30
30
30
30
25
20
30
15
30
30
30
30
30
30
30
30
30
30
30
25
30
30
17
19
18
30
30
30
27
30
30
30
30
30
30
30
30
15
30
30
30
30
30
30
19
30
30
30
30
19
30
30
18
30
30
30
17
30
16
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
16
24
30
15
30
30
20
30
16
30
30
30
26
23
30
23
30
30
30
30
30
30
30
30
30
26
30
19
30
30
30
30
30
30
30
25
30
30
21
30
21
30
16
30
30
30
30
30
30
30
30
30
30
30
30
30
30
27
30
30
19
26
28
30
16
19
30
30
19
30
30
30
30
30
30
20
26
26
30
30
30
21
30
30
19
30
22
30
30
30
24
18
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
24
19
30
30
15
18
30
30
30
30
30
30
20
30
30
30
30
30
30
17
30
25
30
30
30
30
30
30
30
30
30
30
25
17
23
30
27
30
16
24
30
30
30
30
20
30
30
30
30
19
30
30
30
30
30
30
30
16
30
30
25
30
22
30
30
30
30
30
30
30
30
30
30
30
30
15
30
30
17
30
30
30
30
22
30
30
30
24
30
21
29
30
30
30
30
30
30
25
28
16
30
30
30
30
30
30
25
30
26
30
30
30
30
30
19
30
30
30
16
30
30
30
30
27
30
30
30
27
30
19
30
30
30
16
30
30
30
30
30
29
30
30
30
30
25
30
30
24
16
30
30
30
30
30
30
17
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
18
27
30
30
30
23
30
30
30
18
30
30
30
30
30
30
25
30
30
30
30
30
30
30
30
30
16
30
30
23
30
30
30
30
30
30
30
30
30
28
30
30
30
30
30
30
30
30
15
30
30
30
17
30
30
16
30
30
30
30
30
30
30
30
30
30
16
17
30
30
15
30
30
30
30
30
30
30
30
28
30
30
30
30
30
30
30
30
28
30
30
30
30
30
30
30
16
30
30
30
30
30
30
18
30
29
30
23
30
30
30
17
30
22
30
30
30
30
30
30
30
30
30
30
30
30
21
30
25
30
30
30
15
30
30
30
16
30
30
20
30
30
30
30
30
30
30
30
30
30
30
30
30
30
22
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
15
30
28
30
30
30
19
30
30
30
21
30
30
30
30
24
15
21
30
30
30
30
30
18
30
30
30
30
30
30
30
30
30
30
30
18
30
30
30
30
28
30
30
15
30
30
26
30
26
29
20
30
30
30
30
30
30
30
30
30
30
30
30
28
30
30
30
15
30
30
30
30
30
30
30
30
30
30
30
30
30
21
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
19
30
20
29
23
16
30
30
30
28
30
16
30
30
30
30
30
30
30
30
23
30
30
28
23
30
30
30
28
30
21
30
30
30
30
30
30
30
30
24
30
30
30
17
30
30
16
24
30
30
30
19
30
30
30
30
22
30
23
20
30
26
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
20
30
30
30
21
30
30
30
29
30
30
29
30
30
30
30
17
30
30
30
18
30
15
15
30
30
30
27
30
24
30
17
30
20
30
25
30
30
30
30
24
30
27
28
30
17
30
30
30
30
27
26
30
30
30
30
30
30
30
27
30
30
30
30
30
30
30
30
25
30
22
30
30
30
30
30
30
30
30
30
19
21
30
24
18
30
23
19
30
30
30
30
30
30
30
30
18
20
30
20
30
30
30
28
30
30
30
30
30
30
19
30
20
30
30
30
30
30
30
30
30
17
30
30
30
30
30
20
30
30
30
30
30
30
30
30
30
26
21
30
30
30
21
23
30
30
30
30
30
30
30
30
21
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
15
30
30
23
30
30
28
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
22
24
30
30
18
30
30
30
30
30
30
21
30
28
30
30
30
30
30
30
30
30
30
30
30
30
29
30
30
25
30
15
30
30
30
30
30
30
18
30
30
30
30
30
30
30
30
30
30
30
30
30
30
15
30
30
23
30
30
30
30
30
30
30
20
30
30
30
30
22
30
21
18
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
18
30
30
30
30
30
28
30
30
30
17
30
30
30
30
30
16
30
16
30
30
30
26
30
30
30
30
30
19
26
30
30
30
30
23
30
30
30
30
30
21
30
17
30
30
30
30
30
30
17
30
30
19
27
30
30
30
30
30
30
30
30
30
30
30
22
30
17
25
30
30
25
16
23
30
29
30
30
25
28
30
30
30
30
30
30
15
30
22
15
21
30
30
30
30
30
30
30
30
30
20
21
30
30
30
30
30
29
30
30
30
21
30
28
30
30
30
30
30
30
30
30
28
30
30
17
23
30
30
30
30
30
30
30
30
20
30
30
30
30
30
30
15
15
22
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
18
30
30
30
30
30
30
30
30
30
30
15
30
30
30
30
30
30
30
30
30
30
25
30
30
15
30
30
19
30
30
30
30
30
30
30
30
30
30
30
30
30
19
30
20
30
30
30
30
26
30
30
19
30
30
18
30
30
26
20
30
30
30
15
30
30
30
18
30
30
30
30
